brightness,contrast,saturation,color_uniformity,warm_ratio,transparency,dark_ratio,edge_density,edge_intensity,texture_roughness,smoothness,entropy,edge_entropy,channel_variance,highlights,category,filename
92.63,50.42,0.1953,0.1462,0.3484,0.0208,0.1724,9.43,22.66,50.72,15.98,5.4677,1.6503,18.54,0.0009,plastic,20260408_211711_a11.jpg
101.67,50.34,0.2335,0.1735,0.4157,0.0212,0.1273,19.82,40.36,51.46,20.38,5.5486,2.3345,58.1,0.0033,plastic,20260408_211711_a12.jpg
104.53,49.26,0.2111,0.1694,0.3843,0.0215,0.1121,23.69,46.99,50.77,20.03,5.5009,2.4526,46.2,0.0029,plastic,20260408_211711_a13.jpg
92.57,52.31,0.2039,0.1595,0.3505,0.0258,0.1715,30.58,46.15,53.78,21.8,5.5777,2.9808,18.43,0.0048,plastic,20260408_211711_a14.jpg
96.01,54.59,0.5081,0.2208,0.4225,0.0378,0.1777,16.73,35.46,55.36,19.97,5.5641,2.1807,316.24,0.0054,plastic,20260408_211711_a15.jpg
92.97,51.84,0.1969,0.1477,0.3474,0.0253,0.177,16.01,34.16,52.55,17.63,5.5047,2.1237,18.38,0.0046,plastic,20260408_211711_a2.jpg
92.97,51.84,0.1967,0.148,0.3503,0.025,0.1772,16.04,34.07,52.55,19.28,5.5047,2.1415,18.63,0.0044,plastic,20260408_211711_a3.jpg
92.98,51.84,0.1963,0.1474,0.3482,0.0252,0.1771,16.01,34.17,52.55,17.64,5.5059,2.1229,18.56,0.0046,plastic,20260408_211711_a4.jpg
101.66,48.18,0.1574,0.1449,0.3107,0.0186,0.1224,20.02,42.65,49.43,17.75,5.3212,2.2414,15.02,0.0039,plastic,20260408_211711_a5.jpg
59.75,33.6,0.2033,0.1528,0.138,0.0,0.3438,10.55,22.17,34.1,16.86,4.889,1.7804,8.0,0.0,plastic,20260408_211711_a6.jpg
126.7,67.05,0.1908,0.1504,0.4229,0.1615,0.0603,20.39,43.14,67.8,23.03,5.6714,2.3409,28.85,0.0945,plastic,20260408_211711_a7.jpg
92.53,33.61,0.1174,0.0797,0.1393,0.0,0.0,11.55,25.0,34.11,13.44,4.885,1.8242,8.26,0.0,plastic,20260408_211711_a8.jpg
92.35,61.24,0.2642,0.2222,0.4103,0.0496,0.2375,18.26,38.47,62.03,22.32,5.7202,2.2632,25.42,0.0178,plastic,20260408_211711_a9.jpg
110.54,22.93,0.2773,0.1211,0.2651,0.0006,0.0,9.4,23.01,23.26,8.25,4.3683,1.5844,86.69,0.0001,plastic,20260408_213209_a0.jpg
110.54,22.93,0.2774,0.1208,0.2654,0.0006,0.0,9.4,23.01,23.26,8.06,4.3682,1.5842,86.72,0.0001,plastic,20260408_213209_a1.jpg
110.54,22.8,0.2774,0.1207,0.2653,0.0006,0.0,9.05,22.43,23.1,7.85,4.3598,1.5522,86.69,0.0001,plastic,20260408_213209_a10.jpg
110.22,22.27,0.2779,0.1198,0.2643,0.0002,0.0,7.21,20.95,22.43,6.83,4.3079,1.2128,86.99,0.0,plastic,20260408_213209_a11.jpg
114.57,27.54,0.2954,0.1423,0.5099,0.0003,0.0001,14.22,28.63,28.27,11.2,4.7214,2.1011,96.85,0.0001,plastic,20260408_213209_a12.jpg
115.88,26.36,0.2761,0.1441,0.4652,0.0003,0.0,15.09,30.49,27.19,10.88,4.6633,2.1284,82.79,0.0001,plastic,20260408_213209_a13.jpg
110.01,23.2,0.2804,0.1229,0.2664,0.0006,0.0,17.47,28.55,24.0,10.11,4.4197,2.4567,87.36,0.0001,plastic,20260408_213209_a14.jpg
109.9,24.45,0.3569,0.1117,0.5343,0.0007,0.0,9.78,23.44,24.81,8.95,4.4683,1.637,234.55,0.0002,plastic,20260408_213209_a15.jpg
110.54,22.94,0.2775,0.121,0.2663,0.0006,0.0,9.37,23.03,23.27,8.05,4.3659,1.5821,86.5,0.0001,plastic,20260408_213209_a2.jpg
110.54,22.93,0.2774,0.1208,0.2654,0.0006,0.0,9.4,23.01,23.26,8.23,4.3682,1.5842,86.72,0.0001,plastic,20260408_213209_a3.jpg
110.54,22.94,0.2774,0.1211,0.266,0.0006,0.0,9.37,23.03,23.27,8.07,4.3657,1.5832,86.63,0.0001,plastic,20260408_213209_a4.jpg
111.11,21.43,0.2542,0.1241,0.205,0.0006,0.0,10.77,26.89,21.94,7.92,4.2958,1.6329,82.27,0.0001,plastic,20260408_213209_a5.jpg
66.34,13.87,0.2822,0.121,0.1995,0.0,0.0032,5.84,13.94,14.09,11.34,3.6635,1.1758,32.66,0.0,plastic,20260408_213209_a6.jpg
132.48,27.54,0.2783,0.1225,0.2781,0.015,0.0,11.28,27.61,27.93,9.58,4.6297,1.7507,126.2,0.0008,plastic,20260408_213209_a7.jpg
110.11,17.08,0.2127,0.0925,0.2311,0.0001,0.0,8.01,21.33,17.32,6.43,3.9474,1.3578,49.82,0.0,plastic,20260408_213209_a8.jpg
109.95,27.95,0.3356,0.1486,0.2783,0.0009,0.0,10.7,24.69,28.35,9.88,4.6489,1.7509,131.12,0.0004,plastic,20260408_213209_a9.jpg
110.84,42.48,0.2518,0.1861,0.7599,0.002,0.0695,24.17,44.55,44.31,22.91,5.3473,2.6135,145.29,0.0,plastic,20260408_213218_a0.jpg
110.84,42.49,0.252,0.1858,0.7585,0.0022,0.0695,24.16,44.54,44.31,21.29,5.3476,2.6134,145.15,0.0,plastic,20260408_213218_a1.jpg
110.85,41.46,0.2505,0.1836,0.7609,0.0012,0.0685,20.26,36.4,42.76,20.19,5.3046,2.4935,144.69,0.0,plastic,20260408_213218_a10.jpg
110.45,39.53,0.2486,0.1785,0.7604,0.0,0.0658,12.06,23.25,40.09,15.53,5.2337,1.9947,144.17,0.0,plastic,20260408_213218_a11.jpg
86.55,52.19,0.2595,0.1725,0.6086,0.0015,0.2795,23.59,47.96,53.88,25.72,5.3149,2.504,83.68,0.0,plastic,20260408_213218_a12.jpg
92.71,50.83,0.2335,0.1744,0.5758,0.0015,0.2305,28.42,55.15,53.1,24.51,5.3363,2.609,76.44,0.0,plastic,20260408_213218_a13.jpg
110.44,43.2,0.2604,0.1909,0.7516,0.0037,0.0697,37.38,54.78,46.02,25.26,5.422,3.1623,147.08,0.0,plastic,20260408_213218_a14.jpg
96.84,40.1,0.4487,0.1741,0.5149,0.0,0.0816,22.49,41.53,41.79,22.48,5.2625,2.556,485.92,0.0,plastic,20260408_213218_a15.jpg
110.85,42.48,0.2516,0.1861,0.7582,0.002,0.0701,24.12,44.52,44.31,21.32,5.3454,2.6226,144.7,0.0,plastic,20260408_213218_a2.jpg
110.84,42.49,0.252,0.1858,0.7585,0.0022,0.0695,24.16,44.54,44.31,22.89,5.3476,2.6134,145.15,0.0,plastic,20260408_213218_a3.jpg
110.84,42.49,0.2521,0.186,0.7581,0.0018,0.0701,24.12,44.51,44.3,21.26,5.344,2.6221,145.11,0.0,plastic,20260408_213218_a4.jpg
114.36,40.17,0.2346,0.187,0.7001,0.0024,0.0526,27.56,50.0,42.49,21.05,5.2564,2.71,131.69,0.0,plastic,20260408_213218_a5.jpg
84.43,32.54,0.2556,0.1872,0.6686,0.0,0.0842,18.61,34.46,33.93,19.83,4.9663,2.3813,86.14,0.0,plastic,20260408_213218_a6.jpg
137.53,52.65,0.2514,0.1851,0.7799,0.1011,0.0605,29.47,52.9,54.81,26.99,5.642,2.8,219.68,0.0142,plastic,20260408_213218_a7.jpg
110.38,35.65,0.2132,0.1597,0.72,0.0,0.0467,20.88,38.53,37.18,19.37,5.0951,2.4832,103.65,0.0,plastic,20260408_213218_a8.jpg
110.88,55.14,0.3484,0.2637,0.7847,0.0337,0.0897,29.74,54.79,57.42,29.43,5.624,2.7334,245.42,0.002,plastic,20260408_213218_a9.jpg
129.98,16.07,0.212,0.0247,1.0,0.0,0.0,7.99,23.33,16.26,5.42,3.9546,1.2313,152.71,0.0,plastic,20260408_213223_a0.jpg
129.99,16.06,0.2121,0.0246,1.0,0.0,0.0,7.99,23.33,16.26,4.98,3.955,1.2305,153.06,0.0,plastic,20260408_213223_a1.jpg
129.96,16.0,0.212,0.0245,1.0,0.0,0.0,7.83,23.07,16.17,5.21,3.9489,1.2116,152.75,0.0,plastic,20260408_213223_a10.jpg
129.85,15.72,0.2123,0.0243,1.0,0.0,0.0,6.69,22.36,15.79,4.26,3.9251,0.9566,152.92,0.0,plastic,20260408_213223_a11.jpg
112.39,31.82,0.266,0.1093,0.9865,0.0,0.0439,11.93,25.52,32.33,14.95,4.6888,1.8626,160.1,0.0,plastic,20260408_213223_a12.jpg
117.8,27.32,0.2297,0.103,0.9032,0.0,0.0303,14.9,33.6,28.38,14.15,4.4453,1.9857,131.76,0.0,plastic,20260408_213223_a13.jpg
129.46,16.43,0.2126,0.0274,1.0,0.0,0.0,14.19,26.18,17.02,7.14,4.0353,2.1971,152.49,0.0,plastic,20260408_213223_a14.jpg
126.62,16.81,0.2645,0.031,1.0,0.0,0.0,8.1,23.01,17.04,5.78,4.0207,1.2601,317.23,0.0,plastic,20260408_213223_a15.jpg
130.0,16.07,0.2125,0.025,1.0,0.0,0.0,8.02,23.33,16.26,5.03,3.9554,1.2371,153.63,0.0,plastic,20260408_213223_a2.jpg
129.99,16.06,0.2121,0.0246,1.0,0.0,0.0,7.99,23.33,16.26,5.38,3.955,1.2305,153.06,0.0,plastic,20260408_213223_a3.jpg
129.99,16.07,0.2118,0.0248,1.0,0.0,0.0,8.03,23.33,16.26,5.01,3.9555,1.2377,152.5,0.0,plastic,20260408_213223_a4.jpg
129.32,14.73,0.1785,0.076,0.8318,0.0,0.0,7.62,23.74,14.92,3.28,3.7547,1.1236,105.36,0.0,plastic,20260408_213223_a5.jpg
114.7,14.21,0.2143,0.0259,1.0,0.0,0.0,7.13,20.6,14.4,5.57,3.7918,1.1415,121.94,0.0,plastic,20260408_213223_a6.jpg
161.11,19.93,0.2108,0.0252,1.0,0.0039,0.0,9.89,29.0,20.21,8.49,4.2706,1.4045,232.12,0.0,plastic,20260408_213223_a7.jpg
129.45,10.83,0.1491,0.0148,0.9929,0.0,0.0,6.91,22.57,10.99,3.71,3.4237,0.9765,71.48,0.0,plastic,20260408_213223_a8.jpg
129.51,19.96,0.2579,0.0353,1.0,0.0,0.0,8.92,24.16,20.24,6.81,4.2718,1.4008,232.66,0.0,plastic,20260408_213223_a9.jpg
111.83,44.26,0.2766,0.1899,0.9016,0.0236,0.007,14.87,27.45,44.82,13.67,5.4029,2.1737,166.61,0.0038,plastic,20260408_213228_a0.jpg
111.83,44.26,0.2765,0.1905,0.9038,0.0236,0.0069,14.87,27.45,44.83,14.71,5.4026,2.1735,166.53,0.0039,plastic,20260408_213228_a1.jpg
111.82,43.99,0.2766,0.1893,0.9014,0.0229,0.0065,13.25,24.32,44.42,12.74,5.3935,2.092,167.21,0.0034,plastic,20260408_213228_a10.jpg
111.44,43.27,0.2757,0.1866,0.9081,0.0193,0.0033,8.93,19.37,43.49,10.85,5.364,1.6607,166.89,0.0023,plastic,20260408_213228_a11.jpg
98.69,42.74,0.3645,0.2195,0.9252,0.0115,0.0336,19.39,35.16,43.73,15.67,5.3086,2.4431,240.71,0.0018,plastic,20260408_213228_a12.jpg
99.79,42.48,0.3533,0.2206,0.9026,0.0118,0.0295,21.19,38.1,43.62,15.49,5.3073,2.5409,226.79,0.0018,plastic,20260408_213228_a13.jpg
111.36,44.86,0.2808,0.1967,0.8717,0.0231,0.0187,31.34,44.67,46.5,17.5,5.454,3.0057,166.95,0.004,plastic,20260408_213228_a14.jpg
102.69,44.2,0.2742,0.2578,0.4986,0.0148,0.0478,14.52,26.52,44.76,14.38,5.3958,2.1649,78.57,0.001,plastic,20260408_213228_a15.jpg
111.83,44.26,0.2768,0.1903,0.9002,0.0236,0.0073,14.89,27.43,44.83,14.64,5.4012,2.1806,167.14,0.0038,plastic,20260408_213228_a2.jpg
111.83,44.26,0.2765,0.1905,0.9038,0.0236,0.0069,14.87,27.45,44.83,13.67,5.4026,2.1735,166.53,0.0039,plastic,20260408_213228_a3.jpg
111.83,44.25,0.2763,0.1904,0.8981,0.0236,0.0069,14.88,27.42,44.82,14.7,5.401,2.1785,166.35,0.0038,plastic,20260408_213228_a4.jpg
118.45,41.03,0.2291,0.186,0.7786,0.0236,0.0042,17.42,33.55,41.83,14.12,5.237,2.245,125.0,0.0037,plastic,20260408_213228_a5.jpg
73.57,29.36,0.2813,0.1914,0.7001,0.0,0.1389,10.03,18.17,29.72,14.21,4.8181,1.8233,73.85,0.0,plastic,20260408_213228_a6.jpg
126.98,49.99,0.2766,0.1927,0.9052,0.066,0.0008,16.81,30.93,50.62,14.32,5.5542,2.2938,214.13,0.0229,plastic,20260408_213228_a7.jpg
111.34,33.48,0.208,0.1373,0.7959,0.0035,0.0,12.27,23.52,33.92,10.73,5.0036,1.9856,96.39,0.0,plastic,20260408_213228_a8.jpg
111.09,57.27,0.3772,0.279,0.9138,0.0597,0.1069,18.15,32.79,57.96,17.35,5.7412,2.3832,278.87,0.0241,plastic,20260408_213228_a9.jpg
121.77,28.66,0.2881,0.0844,0.9841,0.0,0.0258,8.74,22.76,28.98,10.29,4.5849,1.4586,241.11,0.0,plastic,20260408_213417_a0.jpg
121.77,28.66,0.2885,0.0847,0.985,0.0,0.0259,8.74,22.76,28.99,11.41,4.5851,1.4584,241.68,0.0,plastic,20260408_213417_a1.jpg
121.78,28.51,0.2874,0.0825,0.9849,0.0,0.0247,8.38,21.67,28.77,9.99,4.5799,1.4323,240.83,0.0,plastic,20260408_213417_a10.jpg
121.56,28.04,0.2872,0.0804,0.9877,0.0,0.0215,6.7,19.34,28.19,9.2,4.5412,1.1511,240.78,0.0,plastic,20260408_213417_a11.jpg
110.1,31.75,0.3377,0.1113,0.9572,0.0,0.0536,11.01,26.28,32.29,11.77,4.7841,1.7459,283.28,0.0,plastic,20260408_213417_a12.jpg
114.48,28.94,0.2954,0.1331,0.881,0.0,0.0344,12.96,31.26,29.78,10.34,4.6649,1.8268,224.42,0.0,plastic,20260408_213417_a13.jpg
121.33,28.98,0.2898,0.0891,0.9866,0.0,0.025,17.06,28.24,29.67,11.89,4.6834,2.4337,240.46,0.0,plastic,20260408_213417_a14.jpg
111.74,25.47,0.5272,0.0876,1.0,0.0,0.027,7.96,20.68,25.78,10.22,4.4286,1.3607,1151.56,0.0,plastic,20260408_213417_a15.jpg
121.77,28.65,0.2879,0.0843,0.9849,0.0,0.0258,8.79,22.78,28.98,11.46,4.5842,1.4635,240.75,0.0,plastic,20260408_213417_a2.jpg
121.77,28.66,0.2885,0.0847,0.985,0.0,0.0259,8.74,22.76,28.99,10.12,4.5851,1.4584,241.68,0.0,plastic,20260408_213417_a3.jpg
121.78,28.65,0.2881,0.084,0.9846,0.0,0.0258,8.79,22.78,28.98,11.42,4.5843,1.4623,241.24,0.0,plastic,20260408_213417_a4.jpg
122.43,27.9,0.2819,0.0878,0.976,0.0,0.0215,9.88,25.92,28.4,11.0,4.566,1.5354,233.24,0.0,plastic,20260408_213417_a5.jpg
89.75,21.25,0.2873,0.0861,0.9713,0.0,0.0366,6.65,16.93,21.51,11.67,4.1715,1.2349,128.9,0.0,plastic,20260408_213417_a6.jpg
139.77,32.98,0.288,0.0859,0.9933,0.0001,0.0193,10.04,26.0,33.38,10.62,4.8004,1.5876,315.7,0.0,plastic,20260408_213417_a7.jpg
121.27,20.72,0.2065,0.0555,0.9691,0.0,0.0,7.57,21.03,21.02,7.65,4.1427,1.2486,120.73,0.0,plastic,20260408_213417_a8.jpg
121.25,34.48,0.3532,0.1413,0.986,0.0,0.0363,9.7,24.18,34.91,12.25,4.8478,1.5959,344.59,0.0,plastic,20260408_213417_a9.jpg
124.84,23.87,0.3135,0.0819,1.0,0.0,0.0,10.38,24.9,24.24,8.22,4.4546,1.6801,318.17,0.0,plastic,20260408_213422_a0.jpg
124.85,23.89,0.3133,0.0818,1.0,0.0,0.0001,10.37,24.91,24.24,8.4,4.4546,1.6789,318.0,0.0,plastic,20260408_213422_a1.jpg
124.83,23.74,0.3133,0.0817,1.0,0.0,0.0001,9.83,23.7,24.04,7.73,4.4478,1.6445,317.66,0.0,plastic,20260408_213422_a10.jpg
124.54,23.34,0.314,0.081,1.0,0.0,0.0,7.58,21.86,23.48,6.4,4.423,1.2594,318.68,0.0,plastic,20260408_213422_a11.jpg
114.46,30.39,0.3296,0.0883,0.976,0.0,0.0327,13.52,28.08,31.03,12.08,4.7849,2.0316,290.77,0.0,plastic,20260408_213422_a12.jpg
115.89,29.36,0.3157,0.1013,0.9475,0.0,0.0272,15.19,31.59,30.2,11.68,4.7403,2.1172,268.0,0.0,plastic,20260408_213422_a13.jpg
124.41,24.27,0.3154,0.0836,1.0,0.0,0.0001,19.1,30.92,25.15,10.45,4.541,2.5446,319.42,0.0,plastic,20260408_213422_a14.jpg
123.55,22.71,0.1018,0.0553,0.0,0.0,0.0,10.06,24.4,23.06,7.88,4.3775,1.6323,26.02,0.0,plastic,20260408_213422_a15.jpg
124.84,23.88,0.3134,0.0817,1.0,0.0,0.0001,10.44,24.88,24.25,8.4,4.4555,1.6845,318.17,0.0,plastic,20260408_213422_a2.jpg
124.85,23.89,0.3133,0.0818,1.0,0.0,0.0001,10.37,24.91,24.24,8.16,4.4546,1.6789,318.0,0.0,plastic,20260408_213422_a3.jpg
124.84,23.88,0.313,0.0818,1.0,0.0,0.0001,10.43,24.88,24.25,8.4,4.4549,1.6851,317.19,0.0,plastic,20260408_213422_a4.jpg
125.1,23.57,0.3044,0.0888,0.9803,0.0,0.0,11.49,27.19,24.08,8.29,4.4392,1.7641,301.09,0.0,plastic,20260408_213422_a5.jpg
81.14,15.58,0.313,0.0844,0.9965,0.0,0.0059,6.89,16.21,15.86,10.21,3.8543,1.319,133.29,0.0,plastic,20260408_213422_a6.jpg
152.49,29.27,0.3137,0.0817,1.0,0.0034,0.0,12.68,30.38,29.7,10.38,4.7433,1.861,475.48,0.0,plastic,20260408_213422_a7.jpg
124.43,17.54,0.2338,0.0548,0.9977,0.0,0.0,8.78,23.02,17.78,6.08,4.0225,1.4419,167.96,0.0,plastic,20260408_213422_a8.jpg
124.34,27.54,0.3577,0.1011,1.0,0.0,0.0023,11.32,26.15,27.97,9.49,4.6534,1.7913,418.57,0.0,plastic,20260408_213422_a9.jpg
115.26,68.77,0.0828,0.0656,0.0253,0.0773,0.2525,17.7,38.31,69.43,21.4,5.6247,2.1754,2.35,0.0086,plastic,20260409_081737_a0.jpg
115.27,68.77,0.0826,0.0656,0.027,0.0772,0.2527,17.7,38.31,69.43,21.74,5.624,2.175,2.34,0.0087,plastic,20260409_081737_a1.jpg
115.25,68.41,0.0812,0.0626,0.0247,0.0735,0.251,15.42,34.11,68.9,20.11,5.6092,2.0756,2.32,0.0086,plastic,20260409_081737_a10.jpg
114.95,67.53,0.0785,0.0574,0.0229,0.0685,0.2482,10.42,27.37,67.79,17.95,5.5876,1.6836,2.23,0.0065,plastic,20260409_081737_a11.jpg
101.33,75.71,0.0947,0.084,0.0214,0.0768,0.3913,18.97,43.09,76.49,22.81,5.4189,2.1064,1.81,0.0094,plastic,20260409_081737_a12.jpg
102.94,72.56,0.0904,0.0857,0.0184,0.071,0.3564,23.56,50.18,73.69,22.85,5.4768,2.2801,1.66,0.0091,plastic,20260409_081737_a13.jpg
114.87,69.11,0.1072,0.1227,0.032,0.0803,0.2475,32.68,50.36,70.29,23.88,5.7739,3.0273,1.88,0.0113,plastic,20260409_081737_a14.jpg
115.88,70.59,0.1358,0.083,0.0002,0.0955,0.253,18.02,38.97,71.25,21.92,5.6552,2.1857,30.96,0.0146,plastic,20260409_081737_a15.jpg
115.26,68.78,0.0813,0.0647,0.0248,0.0779,0.2525,17.61,38.35,69.44,21.57,5.626,2.1621,2.26,0.0086,plastic,20260409_081737_a2.jpg
115.27,68.77,0.0826,0.0656,0.027,0.0772,0.2527,17.7,38.31,69.43,21.53,5.624,2.175,2.34,0.0087,plastic,20260409_081737_a3.jpg
115.26,68.79,0.0805,0.0646,0.0279,0.0783,0.2526,17.61,38.35,69.44,21.74,5.6229,2.1619,2.24,0.0086,plastic,20260409_081737_a4.jpg
115.74,65.76,0.0763,0.0659,0.0248,0.066,0.2313,21.38,44.64,66.71,21.19,5.5949,2.3402,2.0,0.008,plastic,20260409_081737_a5.jpg
83.84,50.37,0.0874,0.0744,0.0052,0.0,0.2627,13.16,28.41,50.85,17.53,5.1888,1.9476,1.27,0.0,plastic,20260409_081737_a6.jpg
141.64,82.69,0.0766,0.0681,0.0445,0.2748,0.2416,20.94,45.24,83.35,25.15,5.5049,2.2698,2.73,0.1637,plastic,20260409_081737_a7.jpg
114.75,61.11,0.0608,0.0396,0.0159,0.0416,0.2379,16.1,35.08,61.69,19.04,5.4557,2.0945,1.69,0.0003,plastic,20260409_081737_a8.jpg
115.81,83.41,0.1468,0.2494,0.051,0.1678,0.2634,20.36,44.69,84.11,26.02,5.348,2.1992,2.38,0.0561,plastic,20260409_081737_a9.jpg
132.68,39.69,0.321,0.2264,0.0264,0.0092,0.0005,12.34,31.07,40.1,12.87,5.109,1.8192,236.03,0.0004,plastic,20260409_081810_a0.jpg
132.68,39.69,0.3205,0.226,0.026,0.0092,0.0005,12.33,31.07,40.1,12.95,5.1092,1.8174,235.29,0.0004,plastic,20260409_081810_a1.jpg
132.68,39.51,0.3207,0.2261,0.027,0.0081,0.0002,11.85,29.89,39.86,12.39,5.0979,1.7954,235.85,0.0002,plastic,20260409_081810_a10.jpg
132.35,38.84,0.3195,0.2252,0.0233,0.0054,0.0001,9.61,27.93,39.05,11.12,5.0539,1.4973,235.13,0.0,plastic,20260409_081810_a11.jpg
141.11,48.54,0.2033,0.2102,0.0234,0.0275,0.0197,20.92,44.22,49.88,20.82,5.4174,2.3342,50.81,0.002,plastic,20260409_081810_a12.jpg
141.27,46.27,0.1997,0.2116,0.0239,0.0266,0.0134,23.14,47.48,47.9,20.57,5.3898,2.4218,51.88,0.0019,plastic,20260409_081810_a13.jpg
132.12,40.38,0.3237,0.2305,0.0261,0.019,0.0005,31.79,46.81,42.03,16.97,5.23,3.0252,236.46,0.0005,plastic,20260409_081810_a14.jpg
134.14,38.94,0.351,0.159,0.2135,0.0096,0.0005,12.41,31.03,39.37,12.8,5.0762,1.8362,428.34,0.0,plastic,20260409_081810_a15.jpg
132.68,39.68,0.3207,0.2265,0.0262,0.0092,0.0004,12.38,31.03,40.09,13.11,5.1071,1.8281,235.74,0.0004,plastic,20260409_081810_a2.jpg
132.68,39.69,0.3205,0.226,0.026,0.0092,0.0005,12.33,31.07,40.1,12.86,5.1092,1.8174,235.29,0.0004,plastic,20260409_081810_a3.jpg
132.68,39.68,0.3208,0.226,0.0262,0.0092,0.0004,12.37,31.03,40.09,12.94,5.1064,1.8283,235.89,0.0004,plastic,20260409_081810_a4.jpg
126.53,34.05,0.3103,0.2345,0.0021,0.0072,0.0,13.7,32.83,34.69,11.34,4.8954,1.9049,251.62,0.0003,plastic,20260409_081810_a5.jpg
106.54,32.04,0.3225,0.2279,0.0175,0.0,0.0007,10.06,25.01,32.37,10.01,4.8102,1.6396,153.48,0.0,plastic,20260409_081810_a6.jpg
166.92,49.25,0.3188,0.2301,0.035,0.2435,0.0003,15.18,38.39,49.72,18.45,5.2998,2.0041,377.21,0.1031,plastic,20260409_081810_a7.jpg
132.29,25.01,0.2007,0.1352,0.0137,0.0,0.0,9.54,26.79,25.31,8.2,4.4763,1.4727,93.12,0.0,plastic,20260409_081810_a8.jpg
132.14,46.98,0.383,0.2745,0.0307,0.0842,0.001,13.76,33.23,47.45,15.1,5.3424,1.96,328.99,0.0027,plastic,20260409_081810_a9.jpg
130.14,37.68,0.233,0.2384,0.1324,0.0043,0.0042,12.87,32.38,38.32,13.67,5.0707,1.7275,50.84,0.0009,plastic,20260409_081819_a0.jpg
130.14,37.69,0.2326,0.2381,0.1322,0.0043,0.0043,12.87,32.38,38.33,14.14,5.0714,1.7296,50.88,0.0009,plastic,20260409_081819_a1.jpg
130.16,37.34,0.2319,0.2365,0.132,0.0031,0.0038,11.69,29.94,37.84,12.73,5.0542,1.6611,50.84,0.0001,plastic,20260409_081819_a10.jpg
129.91,36.65,0.2308,0.2343,0.1311,0.0006,0.0036,8.6,25.67,36.94,10.9,5.0178,1.3258,50.62,0.0,plastic,20260409_081819_a11.jpg
130.87,41.34,0.1907,0.1974,0.0796,0.0167,0.0178,16.45,38.46,42.26,15.87,5.2836,1.9557,35.93,0.0067,plastic,20260409_081819_a12.jpg
130.87,41.34,0.1907,0.1974,0.0796,0.0167,0.0178,16.45,38.46,42.26,15.87,5.2836,1.9557,35.93,0.0067,plastic,20260409_081819_a13.jpg
129.7,37.9,0.2343,0.2398,0.1299,0.0041,0.0048,21.03,36.4,38.79,15.01,5.1305,2.6182,51.35,0.0007,plastic,20260409_081819_a14.jpg
141.75,41.14,0.3975,0.2063,0.061,0.0161,0.0042,14.05,34.84,41.76,15.04,5.19,1.8106,513.12,0.0005,plastic,20260409_081819_a15.jpg
130.14,37.69,0.2325,0.2381,0.1324,0.0045,0.0045,12.87,32.44,38.32,14.14,5.073,1.7198,50.73,0.0009,plastic,20260409_081819_a2.jpg
130.14,37.69,0.2326,0.2381,0.1322,0.0043,0.0043,12.87,32.38,38.33,13.73,5.0714,1.7296,50.88,0.0009,plastic,20260409_081819_a3.jpg
130.15,37.69,0.2325,0.2381,0.1337,0.0044,0.0045,12.86,32.45,38.32,14.14,5.0734,1.7191,50.95,0.0009,plastic,20260409_081819_a4.jpg
130.15,34.27,0.2183,0.2375,0.1245,0.0037,0.0019,14.98,36.59,35.21,13.62,4.9334,1.8272,45.14,0.0009,plastic,20260409_081819_a5.jpg
104.16,30.26,0.2356,0.238,0.1151,0.0,0.0117,10.47,26.4,30.8,11.9,4.76,1.5738,32.09,0.0,plastic,20260409_081819_a6.jpg
148.06,42.91,0.2322,0.239,0.1353,0.025,0.0038,14.56,36.28,43.54,15.72,5.2528,1.8317,66.17,0.0038,plastic,20260409_081819_a7.jpg
129.57,24.19,0.147,0.1464,0.0975,0.0,0.0,9.86,26.83,24.58,8.79,4.4472,1.4462,20.02,0.0,plastic,20260409_081819_a8.jpg
129.77,42.78,0.2701,0.2791,0.1367,0.0085,0.0104,13.98,34.61,43.42,15.42,5.2448,1.8056,66.89,0.0018,plastic,20260409_081819_a9.jpg
108.24,35.77,0.3823,0.225,0.0599,0.0014,0.0029,16.49,33.58,36.68,14.97,4.9876,2.2678,302.17,0.0001,plastic,20260409_081826_a0.jpg
108.24,35.77,0.3818,0.2245,0.0599,0.0013,0.0028,16.49,33.58,36.68,15.93,4.9874,2.2669,300.73,0.0001,plastic,20260409_081826_a1.jpg
108.27,35.31,0.3809,0.2239,0.0601,0.0007,0.0022,14.91,30.78,36.02,13.82,4.9649,2.1701,300.92,0.0,plastic,20260409_081826_a10.jpg
107.85,34.19,0.3801,0.2229,0.059,0.0,0.0013,10.4,25.69,34.56,11.55,4.9035,1.7241,302.49,0.0,plastic,20260409_081826_a11.jpg
111.07,46.79,0.3033,0.2319,0.1399,0.0153,0.0326,19.01,38.84,47.91,17.43,5.2824,2.3402,122.65,0.0005,plastic,20260409_081826_a12.jpg
111.35,46.47,0.3017,0.2331,0.1343,0.0158,0.0308,19.83,39.67,47.67,16.96,5.2847,2.3933,122.86,0.0005,plastic,20260409_081826_a13.jpg
107.77,35.95,0.3843,0.2262,0.0574,0.0016,0.0038,20.64,35.91,37.06,15.74,5.0194,2.5966,302.99,0.0002,plastic,20260409_081826_a14.jpg
107.32,35.3,0.4139,0.1226,0.7032,0.001,0.001,16.16,33.02,36.17,14.62,4.9512,2.2464,263.0,0.0,plastic,20260409_081826_a15.jpg
