brightness,contrast,saturation,color_uniformity,warm_ratio,transparency,dark_ratio,edge_density,edge_intensity,texture_roughness,smoothness,entropy,edge_entropy,channel_variance,highlights,category,filename
95.25,54.82,0.3403,0.3293,0.272,0.0109,0.2565,13.73,31.9,55.56,19.2,5.1621,1.8913,2.4,0.0027,plastic,20260408_175140_a3.jpg
90.4,58.68,0.3669,0.3574,0.226,0.0109,0.3052,14.75,36.82,59.46,23.72,5.1536,1.8736,3.04,0.0026,plastic,20260408_175140_a4.jpg
126.14,71.77,0.3425,0.3335,0.2852,0.0605,0.2172,17.79,40.56,72.67,21.82,5.508,2.1077,3.48,0.0219,plastic,20260408_175140_a5.jpg
62.03,35.96,0.3491,0.3304,0.2318,0.0,0.3423,9.2,21.29,36.42,18.16,4.5771,1.5765,1.34,0.0,plastic,20260408_175140_a6.jpg
101.14,78.07,0.4565,0.4017,0.2749,0.0363,0.3393,15.53,41.48,78.96,25.23,5.1843,1.7624,9.28,0.0189,plastic,20260408_175140_a7.jpg
103.93,54.32,0.2932,0.3208,0.2003,0.0153,0.2186,11.35,27.52,54.89,17.73,5.0416,1.6882,7.06,0.0037,plastic,20260408_175140_a8.jpg
95.82,55.66,0.3414,0.3043,0.2649,0.0119,0.2354,53.53,74.91,59.66,28.27,5.5723,3.336,1.75,0.0031,plastic,20260408_175140_a9.jpg
111.71,56.5,0.2926,0.3225,0.1926,0.0131,0.1672,22.21,45.67,57.52,21.39,5.6019,2.4294,3.94,0.0015,plastic,20260408_175700_a0.jpg
111.71,56.5,0.2921,0.3217,0.1929,0.0131,0.1669,22.21,45.67,57.52,20.71,5.602,2.4292,3.89,0.0015,plastic,20260408_175700_a1.jpg
111.65,55.24,0.2813,0.3097,0.1918,0.0065,0.1631,11.53,25.55,55.57,16.34,5.5404,1.8717,3.93,0.0008,plastic,20260408_175700_a10.jpg
110.14,58.08,0.2944,0.3232,0.1245,0.01,0.1747,21.93,45.51,59.13,21.75,5.5977,2.4201,3.84,0.0015,plastic,20260408_175700_a11.jpg
111.68,56.53,0.0,0.0,0.0,0.0125,0.1649,22.27,45.69,57.54,21.42,5.6016,2.4365,0.0,0.0015,plastic,20260408_175700_a12.jpg
142.48,60.04,0.4551,0.2668,0.2415,0.1105,0.067,23.92,47.57,61.25,21.28,5.6634,2.5367,477.81,0.0034,plastic,20260408_175700_a13.jpg
111.71,56.5,0.2927,0.3226,0.1927,0.0125,0.1673,22.38,45.66,57.53,20.65,5.5997,2.4495,3.87,0.0016,plastic,20260408_175700_a2.jpg
111.71,56.5,0.2921,0.3217,0.1929,0.0131,0.1669,22.21,45.67,57.52,21.46,5.602,2.4292,3.89,0.0015,plastic,20260408_175700_a3.jpg
98.81,64.92,0.286,0.3465,0.1146,0.0077,0.2791,20.93,46.33,66.05,25.46,5.2945,2.2587,8.81,0.0001,plastic,20260408_175700_a4.jpg
157.33,77.66,0.2827,0.327,0.188,0.3415,0.1093,27.66,52.81,78.5,25.68,5.7776,2.6939,9.79,0.1587,plastic,20260408_175700_a5.jpg
76.07,38.68,0.2897,0.3237,0.17,0.0,0.2142,15.49,32.77,39.39,17.97,5.0587,2.1262,1.77,0.0,plastic,20260408_175700_a6.jpg
118.7,80.54,0.3759,0.4023,0.1734,0.1396,0.2346,27.78,56.89,81.66,28.68,5.5983,2.4699,6.63,0.0419,plastic,20260408_175700_a7.jpg
122.66,49.93,0.2092,0.2856,0.081,0.0048,0.1214,17.18,35.54,50.62,18.75,5.3771,2.2683,19.82,0.0,plastic,20260408_175700_a8.jpg
111.86,57.36,0.303,0.3023,0.1942,0.0198,0.158,57.62,79.41,61.87,30.44,5.7228,3.3208,3.85,0.002,plastic,20260408_175700_a9.jpg
123.5,43.15,0.2735,0.3223,0.3218,0.0076,0.0609,18.09,39.42,44.21,19.1,5.2724,2.1504,114.57,0.0,plastic,20260408_175704_a0.jpg
123.51,43.14,0.2729,0.3219,0.3167,0.0076,0.0608,18.09,39.42,44.21,15.46,5.2729,2.1508,113.96,0.0,plastic,20260408_175704_a1.jpg
123.46,41.34,0.2662,0.3164,0.3145,0.0033,0.0563,8.02,21.41,41.59,13.37,5.2041,1.407,115.11,0.0,plastic,20260408_175704_a10.jpg
113.09,51.49,0.2725,0.3232,0.0298,0.0132,0.1017,19.79,42.95,52.69,22.46,5.554,2.2402,114.74,0.0001,plastic,20260408_175704_a11.jpg
123.52,43.16,0.0,0.0,0.0,0.0072,0.0597,18.09,39.42,44.21,19.1,5.2703,2.1504,0.0,0.0,plastic,20260408_175704_a12.jpg
122.4,47.05,0.3919,0.238,0.2015,0.0136,0.0767,19.3,41.84,48.21,20.8,5.3893,2.1928,39.88,0.0,plastic,20260408_175704_a13.jpg
123.5,43.15,0.2729,0.3224,0.3215,0.0078,0.0613,18.11,39.63,44.22,15.35,5.2712,2.1521,115.15,0.0,plastic,20260408_175704_a2.jpg
123.51,43.14,0.2729,0.3219,0.3167,0.0076,0.0608,18.09,39.42,44.21,19.24,5.2729,2.1508,113.96,0.0,plastic,20260408_175704_a3.jpg
108.58,60.6,0.2505,0.3347,0.2136,0.0076,0.2018,19.0,44.33,61.67,24.74,5.0398,2.0856,51.59,0.0002,plastic,20260408_175704_a4.jpg
165.94,57.11,0.2708,0.3268,0.3844,0.2164,0.0479,22.92,48.07,58.15,23.33,5.559,2.368,226.51,0.0726,plastic,20260408_175704_a5.jpg
53.42,18.87,0.2738,0.327,0.2197,0.0,0.2023,7.7,16.77,19.26,16.74,4.1226,1.4628,22.07,0.0,plastic,20260408_175704_a6.jpg
125.59,57.55,0.3616,0.3929,0.3699,0.0537,0.0923,23.4,49.83,58.88,25.25,5.5954,2.3487,160.19,0.0118,plastic,20260408_175704_a7.jpg
123.26,44.47,0.2511,0.3146,0.2594,0.0034,0.0737,16.73,36.24,45.36,19.1,5.2829,2.1093,91.71,0.0,plastic,20260408_175704_a8.jpg
123.21,45.11,0.2959,0.3181,0.3447,0.0131,0.0626,55.14,75.42,50.39,28.2,5.4581,3.3629,107.94,0.0005,plastic,20260408_175704_a9.jpg
102.12,40.51,0.2588,0.2676,0.2925,0.0001,0.067,14.72,30.9,41.24,15.9,5.2355,2.0704,8.45,0.0,plastic,20260408_175710_a0.jpg
102.12,40.51,0.259,0.2679,0.2943,0.0001,0.066,14.72,30.9,41.24,16.44,5.2343,2.0701,8.51,0.0,plastic,20260408_175710_a1.jpg
102.12,39.12,0.2507,0.2602,0.2927,0.0,0.0596,5.92,15.06,39.31,12.89,5.1439,1.1889,8.39,0.0,plastic,20260408_175710_a10.jpg
100.61,48.53,0.2574,0.2668,0.0044,0.0009,0.171,15.47,32.78,49.25,17.67,5.3374,2.1112,8.46,0.0,plastic,20260408_175710_a11.jpg
102.14,40.53,0.0,0.0,0.0,0.0001,0.0645,14.72,30.9,41.24,15.9,5.233,2.0707,0.0,0.0,plastic,20260408_175710_a12.jpg
92.23,33.57,0.3088,0.2973,0.2655,0.0,0.0629,12.42,26.06,34.19,14.85,4.9687,1.9295,9.0,0.0,plastic,20260408_175710_a13.jpg
102.12,40.51,0.2592,0.2679,0.2934,0.0002,0.0667,14.49,30.74,41.22,16.39,5.2334,2.0501,8.41,0.0,plastic,20260408_175710_a2.jpg
102.12,40.51,0.259,0.2679,0.2943,0.0001,0.066,14.72,30.9,41.24,15.93,5.2343,2.0701,8.51,0.0,plastic,20260408_175710_a3.jpg
97.92,47.05,0.2744,0.3036,0.2414,0.0,0.1241,17.09,38.88,47.91,24.04,5.185,2.1426,3.99,0.0,plastic,20260408_175710_a4.jpg
134.21,53.34,0.2584,0.2689,0.318,0.0503,0.0432,19.1,38.97,54.2,17.42,5.6253,2.3216,14.99,0.0057,plastic,20260408_175710_a5.jpg
64.08,25.67,0.2606,0.2723,0.2475,0.0,0.2407,9.06,19.13,26.08,16.43,4.5824,1.6454,3.47,0.0,plastic,20260408_175710_a6.jpg
105.5,65.72,0.3839,0.3715,0.3139,0.0371,0.2574,21.85,45.54,66.71,22.97,5.7323,2.3641,12.57,0.007,plastic,20260408_175710_a7.jpg
111.84,37.2,0.2017,0.2317,0.1862,0.0002,0.0439,14.4,29.17,37.93,15.41,5.1248,2.1041,1.53,0.0,plastic,20260408_175710_a8.jpg
101.78,40.91,0.2623,0.2689,0.2939,0.0003,0.073,27.54,42.09,42.38,18.33,5.2998,2.8922,7.85,0.0,plastic,20260408_175710_a9.jpg
96.72,55.57,0.6469,0.3419,0.1589,0.053,0.0626,18.67,44.23,56.73,20.48,5.283,2.068,555.08,0.0164,plastic,20260408_175725_a0.jpg
96.72,55.56,0.6463,0.3424,0.158,0.0529,0.0627,18.67,44.23,56.73,20.77,5.2835,2.0678,553.97,0.0162,plastic,20260408_175725_a1.jpg
96.73,52.24,0.6281,0.3429,0.1597,0.0466,0.0487,6.89,22.23,52.42,13.38,5.2319,1.176,556.63,0.0096,plastic,20260408_175725_a10.jpg
112.16,51.63,0.6477,0.3417,0.7627,0.0868,0.0124,20.52,48.38,53.16,21.79,5.2309,2.1332,555.24,0.0186,plastic,20260408_175725_a11.jpg
96.69,55.7,0.0,0.0,0.0,0.0507,0.06,18.76,44.38,56.8,20.55,5.2801,2.0743,0.0,0.0168,plastic,20260408_175725_a12.jpg
80.48,52.43,0.6947,0.3421,0.2058,0.0197,0.2084,17.47,42.31,53.59,20.33,5.161,1.9908,264.11,0.0001,plastic,20260408_175725_a13.jpg
96.72,55.55,0.6467,0.3421,0.1592,0.0534,0.0638,18.59,44.03,56.71,20.74,5.2822,2.0631,554.2,0.0161,plastic,20260408_175725_a2.jpg
96.72,55.56,0.6463,0.3424,0.158,0.0529,0.0627,18.67,44.23,56.73,20.57,5.2835,2.0678,553.97,0.0162,plastic,20260408_175725_a3.jpg
81.89,59.88,0.6325,0.3736,0.1456,0.0376,0.1954,19.5,47.52,61.32,25.72,5.2185,1.9902,396.34,0.0144,plastic,20260408_175725_a4.jpg
140.58,67.56,0.6194,0.3794,0.1721,0.2437,0.0024,22.77,51.48,68.83,24.19,5.3527,2.2698,1057.7,0.1572,plastic,20260408_175725_a5.jpg
40.16,23.35,0.6496,0.3424,0.1135,0.0,0.6273,8.38,20.26,23.85,16.79,4.0673,1.4568,96.76,0.0,plastic,20260408_175725_a6.jpg
99.86,73.36,0.7032,0.3491,0.1719,0.147,0.1875,22.74,52.82,74.86,26.56,5.5854,2.2141,562.35,0.0646,plastic,20260408_175725_a7.jpg
87.26,45.99,0.6529,0.3517,0.2378,0.0107,0.0777,14.98,36.26,47.0,18.66,5.127,1.8749,340.9,0.0027,plastic,20260408_175725_a8.jpg
97.31,56.07,0.6137,0.316,0.1611,0.0546,0.0959,57.56,79.39,61.04,29.86,5.5494,3.3277,449.68,0.0129,plastic,20260408_175725_a9.jpg
53.88,59.67,0.534,0.1747,0.08,0.008,0.6545,9.26,25.1,60.23,22.18,4.8111,1.4051,55.65,0.0,plastic,20260408_175730_a0.jpg
53.87,59.68,0.5343,0.1737,0.0798,0.0081,0.6541,9.25,25.11,60.23,23.29,4.8084,1.4045,55.84,0.0,plastic,20260408_175730_a1.jpg
53.85,58.26,0.5219,0.164,0.0809,0.0056,0.6464,4.85,12.68,58.5,20.22,4.8264,1.0309,56.02,0.0,plastic,20260408_175730_a10.jpg
50.57,57.77,0.5304,0.171,0.1379,0.0029,0.688,8.35,22.85,58.24,21.58,4.564,1.3343,54.93,0.0,plastic,20260408_175730_a11.jpg
53.85,59.68,0.0,0.0,0.0,0.0079,0.6515,9.29,25.15,60.24,22.21,4.772,1.4088,0.0,0.0,plastic,20260408_175730_a12.jpg
65.5,46.69,0.3858,0.1819,0.4034,0.0001,0.4346,7.86,20.4,47.12,17.9,4.4182,1.3027,55.29,0.0,plastic,20260408_175730_a13.jpg
53.86,59.68,0.5329,0.1749,0.0799,0.0081,0.6538,9.21,25.0,60.23,23.21,4.8097,1.4124,55.22,0.0,plastic,20260408_175730_a2.jpg
53.87,59.68,0.5343,0.1737,0.0798,0.0081,0.6541,9.25,25.11,60.23,22.22,4.8084,1.4045,55.84,0.0,plastic,20260408_175730_a3.jpg
51.85,60.62,0.5287,0.2389,0.0794,0.008,0.6624,11.04,31.52,61.33,25.55,4.8272,1.4724,48.76,0.0001,plastic,20260408_175730_a4.jpg
71.59,75.95,0.5209,0.1883,0.0833,0.1074,0.5374,11.5,31.34,76.6,23.27,5.1267,1.5856,86.13,0.0617,plastic,20260408_175730_a5.jpg
27.44,30.84,0.5457,0.203,0.0764,0.0,0.7628,4.89,13.58,31.13,21.05,3.8984,0.9854,15.25,0.0,plastic,20260408_175730_a6.jpg
55.15,80.44,0.6431,0.4049,0.0836,0.1006,0.6799,11.08,33.33,81.12,25.63,4.1935,1.4381,61.38,0.0479,plastic,20260408_175730_a7.jpg
61.72,63.82,0.5469,0.1754,0.1005,0.0098,0.6124,8.69,22.15,64.23,20.77,4.9024,1.398,56.72,0.0,plastic,20260408_175730_a8.jpg
54.09,59.71,0.5422,0.2332,0.0802,0.0136,0.6421,28.8,44.37,60.89,24.56,4.966,2.9248,51.17,0.0002,plastic,20260408_175730_a9.jpg
50.3,66.2,0.5039,0.1976,0.091,0.0394,0.7266,16.22,45.02,67.61,26.81,4.0659,1.636,14.53,0.0057,plastic,20260408_175732_a0.jpg
50.29,66.21,0.5049,0.1987,0.0905,0.0394,0.7265,16.21,45.01,67.6,27.34,4.0652,1.6352,14.54,0.0057,plastic,20260408_175732_a1.jpg
50.26,63.98,0.4898,0.1874,0.0905,0.0187,0.7145,5.76,14.62,64.26,22.11,4.0824,1.1602,14.95,0.0023,plastic,20260408_175732_a10.jpg
53.21,68.39,0.5057,0.2028,0.1818,0.0718,0.7236,19.15,51.94,70.22,29.25,4.2145,1.7344,13.99,0.0189,plastic,20260408_175732_a11.jpg
50.31,66.26,0.0,0.0,0.0,0.0384,0.7261,16.33,45.16,67.65,26.86,4.0693,1.6433,0.0,0.0065,plastic,20260408_175732_a12.jpg
44.09,59.72,0.8584,0.2278,0.0858,0.0073,0.7291,14.08,40.78,61.0,25.76,3.7265,1.4954,105.08,0.0,plastic,20260408_175732_a13.jpg
50.31,66.21,0.5053,0.1978,0.0909,0.0389,0.7262,16.28,44.83,67.59,27.32,4.0683,1.65,14.64,0.0052,plastic,20260408_175732_a2.jpg
50.29,66.21,0.5049,0.1987,0.0905,0.0394,0.7265,16.21,45.01,67.6,26.8,4.0652,1.6352,14.54,0.0057,plastic,20260408_175732_a3.jpg
48.87,67.13,0.5085,0.2714,0.0908,0.04,0.7263,17.7,49.47,68.79,28.89,4.1395,1.6139,12.63,0.0042,plastic,20260408_175732_a4.jpg
69.27,84.51,0.4843,0.22,0.1026,0.1365,0.7124,17.88,46.69,85.61,27.39,4.3194,1.8776,23.27,0.1009,plastic,20260408_175732_a5.jpg
28.16,37.75,0.5211,0.2297,0.085,0.0,0.7338,9.65,28.79,38.53,23.35,3.2849,1.3058,5.19,0.0,plastic,20260408_175732_a6.jpg
50.71,84.22,0.6754,0.3949,0.1019,0.1071,0.7275,16.93,49.47,85.36,29.75,3.0604,1.4872,3.39,0.0648,plastic,20260408_175732_a7.jpg
60.86,71.22,0.502,0.207,0.1178,0.049,0.6613,16.61,42.35,72.31,25.58,4.2562,1.7971,11.88,0.0065,plastic,20260408_175732_a8.jpg
50.62,66.03,0.5183,0.2506,0.0905,0.0391,0.7245,30.02,51.65,67.73,28.12,4.4632,2.878,12.2,0.0046,plastic,20260408_175732_a9.jpg
125.62,39.43,0.256,0.2429,0.2778,0.0516,0.0024,10.18,25.08,39.64,12.25,5.065,1.7103,67.98,0.0145,plastic,20260408_175812_a0.jpg
125.62,39.44,0.2559,0.2431,0.2817,0.0516,0.0024,10.18,25.09,39.65,11.71,5.0647,1.711,67.94,0.0148,plastic,20260408_175812_a1.jpg
125.64,38.99,0.2536,0.2392,0.2742,0.0517,0.0015,6.92,22.58,39.08,10.92,5.0322,1.1369,68.22,0.0129,plastic,20260408_175812_a10.jpg
129.58,42.95,0.2536,0.2432,0.3091,0.0891,0.0029,11.02,26.27,43.19,13.24,5.1958,1.8275,68.5,0.0266,plastic,20260408_175812_a11.jpg
125.63,39.47,0.0,0.0,0.0,0.0495,0.0024,10.2,25.1,39.67,12.26,5.0633,1.7139,0.0,0.0153,plastic,20260408_175812_a12.jpg
130.67,41.05,0.48,0.1938,0.66,0.0881,0.0026,10.63,26.22,41.27,12.66,5.13,1.7605,479.93,0.0108,plastic,20260408_175812_a13.jpg
125.62,39.43,0.256,0.2431,0.2777,0.0527,0.0024,10.12,24.95,39.64,11.78,5.0656,1.7173,68.22,0.014,plastic,20260408_175812_a2.jpg
125.62,39.44,0.2559,0.2431,0.2817,0.0516,0.0024,10.18,25.09,39.65,12.13,5.0647,1.711,67.94,0.0148,plastic,20260408_175812_a3.jpg
107.46,55.25,0.2819,0.2961,0.2017,0.0315,0.1508,11.95,34.41,55.66,22.36,4.888,1.6822,75.23,0.0081,plastic,20260408_175812_a4.jpg
177.58,43.55,0.238,0.2512,0.478,0.2142,0.0016,13.82,33.94,43.89,15.53,5.1035,1.9767,95.64,0.1333,plastic,20260408_175812_a5.jpg
80.76,25.5,0.2581,0.2426,0.0306,0.0,0.0293,6.48,16.17,25.64,12.11,4.4481,1.2691,28.66,0.0,plastic,20260408_175812_a6.jpg
124.37,53.69,0.3507,0.3102,0.4822,0.1075,0.0421,12.75,28.86,53.98,16.7,5.4514,2.0013,103.37,0.0733,plastic,20260408_175812_a7.jpg
126.63,37.91,0.3123,0.2717,0.2228,0.0543,0.0,9.07,25.56,38.07,10.38,4.938,1.4951,200.05,0.0176,plastic,20260408_175812_a8.jpg
125.07,41.88,0.2706,0.2436,0.2881,0.0574,0.0069,54.44,74.38,47.21,24.93,5.3058,3.3788,63.94,0.0119,plastic,20260408_175812_a9.jpg
97.05,43.84,0.351,0.2733,0.0756,0.0141,0.0522,14.38,31.96,44.49,15.77,5.2285,2.0361,186.3,0.0024,plastic,20260408_175816_a0.jpg
97.05,43.84,0.3519,0.2734,0.0846,0.0142,0.0524,14.39,31.98,44.49,15.55,5.2294,2.0369,186.31,0.0024,plastic,20260408_175816_a1.jpg
97.05,42.46,0.3427,0.2652,0.046,0.0118,0.0446,5.12,16.06,42.55,11.81,5.1483,0.9356,188.88,0.001,plastic,20260408_175816_a10.jpg
91.49,42.25,0.3515,0.2727,0.3299,0.011,0.0698,13.09,29.93,42.84,15.28,5.1744,1.9313,187.72,0.0004,plastic,20260408_175816_a11.jpg
97.04,43.88,0.0,0.0,0.0,0.014,0.0518,14.41,32.02,44.52,15.8,5.2259,2.0384,0.0,0.0026,plastic,20260408_175816_a12.jpg
77.58,39.62,0.6189,0.1533,0.0376,0.0024,0.1083,12.47,28.3,40.2,16.29,5.0747,1.9081,703.36,0.0,plastic,20260408_175816_a13.jpg
97.05,43.83,0.3516,0.2733,0.0861,0.0142,0.0529,14.4,31.8,44.48,15.48,5.2296,2.0427,186.73,0.0024,plastic,20260408_175816_a2.jpg
97.05,43.84,0.3519,0.2734,0.0846,0.0142,0.0524,14.39,31.98,44.49,15.82,5.2294,2.0369,186.31,0.0024,plastic,20260408_175816_a3.jpg
94.61,45.98,0.3678,0.2878,0.0728,0.0145,0.0781,16.13,37.84,46.73,21.87,5.2822,2.0967,187.63,0.0023,plastic,20260408_175816_a4.jpg
146.62,58.61,0.3324,0.28,0.3288,0.1882,0.0248,19.82,42.51,59.47,18.69,5.4332,2.3242,319.32,0.1189,plastic,20260408_175816_a5.jpg
43.14,19.73,0.3605,0.2716,0.0041,0.0,0.5694,6.36,14.44,20.01,16.99,4.1082,1.2931,37.24,0.0,plastic,20260408_175816_a6.jpg
97.79,68.05,0.5223,0.3357,0.3427,0.1082,0.1673,19.72,41.96,68.92,22.58,5.6771,2.3637,371.38,0.0405,plastic,20260408_175816_a7.jpg
99.89,42.59,0.3692,0.2778,0.0367,0.0197,0.0291,11.83,25.87,42.99,13.57,5.1564,1.8917,271.24,0.0036,plastic,20260408_175816_a8.jpg
96.73,44.63,0.3601,0.2743,0.1194,0.014,0.0578,38.5,55.5,47.15,21.04,5.3633,3.164,184.12,0.0024,plastic,20260408_175816_a9.jpg
102.1,32.03,0.4188,0.3186,0.1619,0.0032,0.0312,16.19,35.3,33.2,15.12,4.9404,2.1831,295.82,0.0007,plastic,20260408_175820_a0.jpg
102.1,32.02,0.419,0.3183,0.1608,0.0032,0.0312,16.18,35.29,33.19,15.62,4.9405,2.182,295.88,0.0006,plastic,20260408_175820_a1.jpg
102.08,30.67,0.4149,0.3161,0.158,0.002,0.0253,9.59,22.07,31.1,11.58,4.8799,1.6481,297.18,0.0,plastic,20260408_175820_a10.jpg
111.61,40.24,0.4182,0.3189,0.4678,0.0175,0.0662,18.13,38.56,41.53,16.73,5.1508,2.3051,297.17,0.0018,plastic,20260408_175820_a11.jpg
102.07,32.15,0.0,0.0,0.0,0.0032,0.0306,16.28,35.43,33.28,15.26,4.9415,2.1886,0.0,0.0013,plastic,20260408_175820_a12.jpg
118.23,35.52,0.5003,0.2638,0.0649,0.0072,0.0239,17.89,37.89,36.77,15.4,5.0668,2.294,1096.1,0.0,plastic,20260408_175820_a13.jpg
102.1,32.02,0.4189,0.3183,0.1612,0.0031,0.0309,16.2,35.19,33.19,15.57,4.9387,2.1848,296.12,0.0005,plastic,20260408_175820_a2.jpg
102.1,32.02,0.419,0.3183,0.1608,0.0032,0.0312,16.18,35.29,33.19,15.03,4.9405,2.182,295.88,0.0006,plastic,20260408_175820_a3.jpg
91.74,43.36,0.4402,0.3442,0.1158,0.0032,0.1368,17.69,41.93,44.51,23.76,4.8918,2.1235,306.32,0.0006,plastic,20260408_175820_a4.jpg
150.98,44.11,0.4109,0.3191,0.2014,0.0609,0.0144,22.3,44.25,45.47,18.37,5.398,2.551,573.9,0.0045,plastic,20260408_175820_a5.jpg
44.56,14.13,0.425,0.3187,0.0699,0.0,0.3079,7.3,16.51,14.66,16.26,3.7795,1.4185,57.52,0.0,plastic,20260408_175820_a6.jpg
104.16,47.55,0.5666,0.3874,0.202,0.0159,0.1331,21.5,43.23,49.03,19.91,5.4804,2.4929,646.47,0.0017,plastic,20260408_175820_a7.jpg
105.75,24.58,0.5142,0.3046,0.0447,0.0052,0.0032,11.06,25.06,25.24,11.13,4.458,1.801,832.85,0.0016,plastic,20260408_175820_a8.jpg
101.54,32.65,0.4236,0.3161,0.1606,0.0031,0.0339,31.56,47.46,35.09,18.29,5.0159,3.0077,292.0,0.0004,plastic,20260408_175820_a9.jpg
94.5,60.72,0.509,0.2222,0.0496,0.0576,0.1713,24.11,51.23,62.31,24.23,5.5836,2.363,378.86,0.0423,plastic,20260408_175825_a0.jpg
94.5,60.71,0.5095,0.222,0.0493,0.0576,0.1714,24.09,51.23,62.3,25.82,5.5863,2.3612,379.45,0.0424,plastic,20260408_175825_a1.jpg
94.47,59.68,0.5046,0.2164,0.0491,0.0532,0.1643,18.16,41.7,60.59,20.5,5.5509,2.1423,380.09,0.0411,plastic,20260408_175825_a10.jpg
84.59,60.74,0.5089,0.221,0.1483,0.0529,0.2217,23.17,49.59,62.22,24.01,5.434,2.3616,379.37,0.041,plastic,20260408_175825_a11.jpg
94.48,60.85,0.0,0.0,0.0,0.0569,0.1682,24.21,51.41,62.37,24.33,5.583,2.3658,0.0,0.0426,plastic,20260408_175825_a12.jpg
73.61,62.76,0.5814,0.2745,0.1545,0.0471,0.3752,23.3,51.38,64.33,25.34,5.4242,2.2707,100.25,0.0028,plastic,20260408_175825_a13.jpg
94.49,60.71,0.5096,0.2218,0.0499,0.0567,0.1718,23.93,51.21,62.3,25.82,5.5843,2.3383,379.15,0.0422,plastic,20260408_175825_a2.jpg
94.5,60.71,0.5095,0.222,0.0493,0.0576,0.1714,24.09,51.23,62.3,24.36,5.5863,2.3612,379.45,0.0424,plastic,20260408_175825_a3.jpg
77.59,61.34,0.53,0.2744,0.0404,0.0355,0.2999,25.88,55.35,63.64,31.95,5.4138,2.3427,311.49,0.022,plastic,20260408_175825_a4.jpg
125.02,71.37,0.5016,0.2367,0.0507,0.1782,0.1152,29.52,59.76,73.19,27.85,5.7194,2.4913,685.2,0.1262,plastic,20260408_175825_a5.jpg
48.92,31.79,0.5129,0.2258,0.0355,0.0,0.483,13.37,31.92,32.63,17.32,4.7101,1.8896,103.37,0.0,plastic,20260408_175825_a6.jpg
93.06,77.78,0.7111,0.3199,0.054,0.139,0.322,27.72,59.55,79.49,29.7,5.6235,2.3402,631.94,0.0757,plastic,20260408_175825_a7.jpg
87.87,50.55,0.5791,0.2128,0.0302,0.0216,0.1918,19.73,41.43,51.79,21.74,5.4751,2.3665,589.33,0.0077,plastic,20260408_175825_a8.jpg
94.04,60.87,0.5142,0.2373,0.0487,0.0592,0.1885,45.59,67.2,63.8,27.94,5.6983,3.2391,368.41,0.0378,plastic,20260408_175825_a9.jpg
99.99,49.37,0.6351,0.3109,0.1804,0.0124,0.1016,12.57,28.27,49.75,12.52,5.4577,1.8891,760.45,0.0001,plastic,20260408_175900_a0.jpg
99.99,49.37,0.6351,0.3102,0.1804,0.0124,0.1014,12.57,28.26,49.75,13.19,5.4558,1.8884,760.61,0.0001,plastic,20260408_175900_a1.jpg
99.92,48.2,0.6302,0.3108,0.1726,0.0049,0.0997,6.38,20.8,48.3,9.62,5.409,1.0463,762.78,0.0,plastic,20260408_175900_a10.jpg
111.5,51.65,0.6337,0.3111,0.7499,0.0427,0.095,14.49,31.06,52.15,13.96,5.6018,2.0653,758.43,0.0033,plastic,20260408_175900_a11.jpg
99.95,49.4,0.0,0.0,0.0,0.0116,0.1005,12.64,28.31,49.78,12.56,5.451,1.8979,0.0,0.0001,plastic,20260408_175900_a12.jpg
114.71,51.09,0.6693,0.3011,0.0,0.0308,0.083,13.28,29.54,51.45,12.54,5.5292,1.9556,2073.95,0.0004,plastic,20260408_175900_a13.jpg
99.99,49.36,0.6353,0.3106,0.1796,0.0123,0.1014,12.35,27.8,49.73,13.04,5.4567,1.8745,761.01,0.0,plastic,20260408_175900_a2.jpg
99.99,49.37,0.6351,0.3102,0.1804,0.0124,0.1014,12.57,28.26,49.75,12.59,5.4558,1.8884,760.61,0.0001,plastic,20260408_175900_a3.jpg
91.05,54.17,0.6717,0.3142,0.1291,0.0125,0.1741,14.35,34.96,54.83,22.08,5.4791,1.9448,759.94,0.0,plastic,20260408_175900_a4.jpg
131.8,62.96,0.6265,0.3222,0.1898,0.1525,0.0833,15.4,34.92,63.34,15.66,5.747,2.0978,1247.85,0.0353,plastic,20260408_175900_a5.jpg
53.42,26.58,0.6411,0.3136,0.1027,0.0,0.36,6.69,14.89,26.78,13.59,4.5917,1.3206,219.43,0.0,plastic,20260408_175900_a6.jpg
110.08,72.26,0.6939,0.3636,0.1968,0.1074,0.1804,15.64,35.37,72.67,17.75,5.7598,2.0952,955.88,0.0317,plastic,20260408_175900_a7.jpg
87.61,44.51,0.8016,0.2384,0.0237,0.0088,0.1069,8.29,20.66,44.7,12.3,5.225,1.4908,1607.03,0.0,plastic,20260408_175900_a8.jpg
100.1,49.71,0.6222,0.31,0.1752,0.0135,0.106,36.66,53.44,51.6,18.35,5.5736,3.1108,717.38,0.0005,plastic,20260408_175900_a9.jpg
99.05,61.27,0.5586,0.2895,0.1695,0.0233,0.2479,20.47,45.08,62.3,18.43,5.5083,2.3002,307.93,0.0023,plastic,20260408_175907_a0.jpg
99.05,61.27,0.5597,0.29,0.1696,0.0236,0.2485,20.45,45.05,62.29,19.07,5.5088,2.3001,308.66,0.0023,plastic,20260408_175907_a1.jpg
99.04,59.1,0.5445,0.2739,0.1666,0.0153,0.2416,8.01,24.18,59.27,11.83,5.4494,1.3021,309.65,0.0002,plastic,20260408_175907_a10.jpg
